رقم  السجل,حالة السجل,انشاء السجل,انتهاء السجل,رقم الرخصة,حالة الرخصة,انشاء الرخصة,انتهاء الرخصة,اسم المنشاة,التصنيف الرئيسي,التصنيف الفرعي,ص.ب,هاتف,البلدية,المنطقة,رقم الشارع,وصف الشارع,رقم المبنى,الحي,اسم الحي,كود النشاط,اسم النشاط
139124,نشط,23-OCT-19,22-OCT-21,180336,نشط,03-FEB-20,28-JAN-22,سيتي درايف ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,4,880,العريق,7,4,مشيرب,4921211,خدمة الليموزين
138417,نشط,01-OCT-19,30-SEP-21,176830,نشط,10-OCT-19,04-OCT-21,جولدن بيرد ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,27,950,ام غويليه,20,489,ام غويلينة,4921211,خدمة الليموزين
140036,نشط,21-NOV-19,20-NOV-21,178777,نشط,11-DEC-19,05-DEC-21,ألبينا ليموزين,تجاري,مكتب تجاري,7022,+97455555282,بلدية الدوحة,63,841,فشت الشواهين,37,103,عنيزة,4921211,خدمة الليموزين
140297,نشط,02-DEC-19,01-DEC-21,179185,نشط,29-DEC-19,23-DEC-21,هبوب رياح ليموزن,تجاري,مكتب تجاري,,,بلدية الدوحة,5,119,حمد الكبير,72,6,براحة الجفيري,4921211,خدمة الليموزين
139639,نشط,06-NOV-19,05-NOV-21,179669,نشط,13-JAN-20,07-JAN-22,لاكجري الدوحة ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,55,280,الفروسيه,322,88,معيذر,4921211,خدمة الليموزين
140250,نشط,01-DEC-19,30-NOV-21,178744,نشط,10-DEC-19,04-DEC-21,اهلا ليموزين,تجاري,مكتب تجاري,,+97466641790,بلدية ام صلال,71,600,طريق ام صلال الشمالي,51,128,ام صلال محمد,4921211,خدمة الليموزين
141264,نشط,06-JAN-20,05-JAN-22,180838,نشط,23-FEB-20,17-FEB-22,دروب ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,930,الخوير,32,65,الريان الجديد,4921211,خدمة الليموزين
140754,نشط,17-DEC-19,16-DEC-21,179960,نشط,21-JAN-20,15-JAN-22,ليموزين دار الخير,تجاري,مكتب تجاري,,66223335,بلدية الدوحة,5,119,جراند حمد,72,6,براحة الجفيري,4921211,خدمة الليموزين
123166,نشط,27-SEP-18,26-SEP-21,93382,معلق,,26-DEC-21,تورباي ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,340,طريق سلوى,299,94,بو هامور,4921211,خدمة الليموزين
81766/1,نشط,02-APR-17,22-SEP-21,136629,نشط,25-MAY-17,15-NOV-21,ليموزين يونت,تجاري,محل تجارى,,,بلدية الخور و الذخيرة,74,880,ناصر بن عبدالله المسند,98,269,الخور,4921211,خدمة الليموزين
141792,نشط,28-JAN-20,27-JAN-22,180532,نشط,10-FEB-20,04-FEB-22,راسل ليموزين,تجاري,مكتب تجاري,90202,+97450226160,بلدية الدوحة,26,940,الخالدية,20,23,نجمة,4921211,خدمة الليموزين
141773,نشط,27-JAN-20,26-JAN-22,181468,نشط,14-MAR-20,09-MAR-22,كاستل رنت ا كار,تجاري,مكتب تجاري,,,بلدية الدوحة,60,810,ام حصاه,6,805,الدفنة 60,4922901,تاجير السيارات بدون سائق
146135,نشط,16-SEP-20,16-SEP-21,185893,نشط,24-SEP-20,19-SEP-21,نادر كار سرفيسس,تجاري,مكتب تجاري,17889,+97431110118,بلدية الظعاين,69,319,شارع الحنين,34,114,جبل ثعيلب,6201002,خدمات النقل البري عن طريق التطبيقات الالكترونية
151567,نشط,17-FEB-21,17-FEB-22,192734,نشط,16-MAR-21,11-MAR-22,طارش ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,60,950,حادة ظلام,24,805,الدفنة 60,4921211,خدمة الليموزين
151326,نشط,07-FEB-21,07-FEB-22,191608,نشط,10-FEB-21,05-FEB-22,بيكسي ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,53,615,التوبة,85,801,معيذر 53,4921211,خدمة الليموزين
21740,نشط,21-JUL-99,16-JAN-22,16408,نشط,,18-MAR-22,ليموزين فلاش,تجاري,مكتب تجاري,,,بلدية الوكرة,90,720,عبدالرحمن بن جاسم,54,635,الوكرة,4921211,خدمة الليموزين
153247,نشط,13-APR-21,13-APR-22,194462,نشط,29-APR-21,24-APR-22,ايه بي ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,6,810,الاسحاط,26,779,الغانم العتيق 6,4921211,خدمة الليموزين
133657,نشط,01-MAY-19,27-OCT-21,21421,معلق,,04-SEP-21,اوتو ستار لتأجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,13,802,802,21,1000,لا يوجد,4922901,تاجير السيارات بدون سائق
121435,نشط,15-AUG-18,10-FEB-22,167958,نشط,07-FEB-19,01-FEB-22,المدينة ليموزين,تجاري,مكتب تجاري,,+97433337894,بلدية الريان,53,667,التجاري,8,88,معيذر,4921211,خدمة الليموزين
48342,نشط,30-DEC-10,28-DEC-21,78074,نشط,,25-FEB-22,كيري قطر,تجاري,مكتب تجاري,,+974,بلدية الدوحة,40,820,علي بن ابي طالب,84,41,اسلطة الجديدة,4922901,تاجير السيارات بدون سائق
121362,نشط,14-AUG-18,09-FEB-22,158056,نشط,18-SEP-18,12-SEP-21,اتس تايم ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,27,950,ام غويلنه,82,489,ام غويلينة,4921211,خدمة الليموزين
122213,منتهية,11-SEP-18,10-SEP-20,160575,معلق,23-OCT-18,17-OCT-20,تونتي تونتي تو ليموزين,تجاري,مكتب تجاري,,+97466510666,بلدية الدوحة,24,950,ابن سينا,146,20,روضة الخيل,4921211,خدمة الليموزين
110041,نشط,04-JAN-18,03-JAN-22,146765,نشط,24-JAN-18,18-JAN-22,ليموزين العود الازرق,تجاري,مكتب تجاري,,+974,بلدية الريان,52,640,شارع الشقب,23,61,الريان العتيق,4921211,خدمة الليموزين
112774,نشط,14-FEB-18,13-FEB-22,104001,نشط,,13-OCT-21,دسار خدمة ليموزين,تجاري,مكتب تجاري,,+97477771719,بلدية الدوحة,39,340,طريق سلوى,108,39,المرقاب الجديد,4921211,خدمة الليموزين
115064,نشط,28-MAR-18,23-SEP-21,150859,معلق,12-APR-18,03-OCT-21,الكترا كار لتاجير السيارات,تجاري,مكتب تجاري,5948,+30308434,بلدية الدوحة,24,830,حطين,5,20,روضة الخيل,4922901,تاجير السيارات بدون سائق
76428,نشط,25-OCT-15,23-OCT-21,113741,معلق,03-JAN-16,27-DEC-21,دوحه تيم تريدينغ لتاجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,882,الخالدية,30,23,نجمة,4922901,تاجير السيارات بدون سائق
76072,نشط,15-OCT-15,13-OCT-21,111741,نشط,26-OCT-15,19-OCT-21,شركة المشاريع المتكاملة,تجاري,مكتب تجاري,15241,55061553,بلدية الريان,56,340,طريق سلوى,349,95,عين خالد,4922901,تاجير السيارات بدون سائق
92669,منتهية,29-JAN-17,28-JAN-21,182887,نشط,15-JUL-20,10-JUL-21,أتحاد لوسيل ليموزين,تجاري,محل تجارى,,+974,بلدية الدوحة,27,310,ام غويلينه,43,489,ام غويلينة,4921211,خدمة الليموزين
133778,نشط,02-MAY-19,28-OCT-21,175073,معلق,07-AUG-19,28-JAN-22,ساو باولو لليموزين,تجاري,مكتب تجاري,,66666111,بلدية الريان,53,989,ال شافي,83,65,الريان الجديد,4921211,خدمة الليموزين
87446,نشط,08-SEP-16,07-SEP-21,125802,نشط,08-NOV-16,02-NOV-21,إكتشف قطر,تجاري,مكتب تجاري,,,بلدية الدوحة,48,310,المطار,133,1000,لا يوجد,4922901,تاجير السيارات بدون سائق
126231,نشط,26-NOV-18,25-NOV-21,165792,معلق,07-JAN-19,01-JAN-22,تو بلاس ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,882,السنا,2,23,نجمة,4921211,خدمة الليموزين
121891,نشط,04-SEP-18,03-SEP-21,161451,نشط,04-NOV-18,29-OCT-21,سنسيبل ليموزين,تجاري,مكتب تجاري,,+97433662323,بلدية الدوحة,24,830,حطين,16,20,روضة الخيل,4921211,خدمة الليموزين
99240,منتهية,25-MAY-17,25-MAY-18,102904,معلق,,01-NOV-18,ليموزين المسند,تجاري,مكتب تجاري,,,بلدية الريان,53,355,355,,,,4921211,خدمة الليموزين
111519,نشط,24-JAN-18,23-JAN-22,149091,معلق,11-MAR-18,05-MAR-22,اكس بي ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,340,طريق سلوى,299,97,المعمورة,4921211,خدمة الليموزين
89727,نشط,20-NOV-16,19-NOV-21,127360,نشط,07-DEC-16,01-DEC-21,يودرايف ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,35,880,ابن عبادة,26,33,فريج كليب,4921211,خدمة الليموزين
90835,نشط,19-DEC-16,18-DEC-21,195716,معلق,14-JUN-21,09-JUN-22,الريح ليموزين,تجاري,مكتب تجاري,,+97470100455,بلدية الدوحة,24,950,ابن سينا,129,20,روضة الخيل,4921211,خدمة الليموزين
89279,نشط,08-NOV-16,07-NOV-21,127182,نشط,05-DEC-16,29-NOV-21,لموزين دربك,تجاري,مكتب تجاري,35310,+97466604594,بلدية الدوحة,17,830,الميناء,54,14,الرفاع,4921211,خدمة الليموزين
90252,منتهية,01-DEC-16,30-NOV-20,185392,نشط,14-SEP-20,09-SEP-21,جبل قاسيون ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,740,معيذر التجاري,81,88,معيذر,4921211,خدمة الليموزين
99496,نشط,30-MAY-17,25-NOV-21,137607,نشط,18-JUN-17,09-DEC-21,بيت الفن لخدمات الليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,38,231,سحيم بن حمد,83,38,السد,4921211,خدمة الليموزين
89477,نشط,14-NOV-16,13-NOV-21,126586,معلق,22-NOV-16,16-NOV-21,توب ليموزين,تجاري,مكتب تجاري,,+97477636302,بلدية الريان,52,640,الشقب,23,61,الريان العتيق,4921211,خدمة الليموزين
121190,نشط,09-AUG-18,04-FEB-22,160135,معلق,17-OCT-18,11-OCT-21,الخلفاء لتأجير السيارات,تجاري,مكتب تجاري,4954,55892083,بلدية الدوحة,38,893,السد,44,38,السد,4922901,تاجير السيارات بدون سائق
84251,نشط,02-JUN-16,28-NOV-21,119504,نشط,05-JUN-16,26-NOV-21,كومباس لتأجير السيارات,تجاري,مكتب تجاري,,+97466687765,بلدية الدوحة,42,250,الطريق الدائري الرابع,70,43,الهلال,4922901,تاجير السيارات بدون سائق
94716,نشط,02-MAR-17,01-MAR-22,132810,نشط,23-MAR-17,17-MAR-22,هالو كار ليموزين,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,750,ام صلال محمد,73,128,ام صلال محمد,4921211,خدمة الليموزين
93435,منتهية,12-FEB-17,12-FEB-20,131615,معلق,05-MAR-17,28-FEB-20,ليموزين الدرب,تجاري,مكتب تجاري,,,بلدية الريان,51,780,ثاني بن جاسم,16,47,الغرافة,4921211,خدمة الليموزين
27095,منتهية,22-JAN-04,20-JAN-21,46484,معلق,,04-JAN-21,النجم الزائد ( ستاربلز ),تجاري,مكتب تجاري,,+974,بلدية الدوحة,27,210,210,,24,ام غويلينة,4922901,تاجير السيارات بدون سائق
126944,نشط,09-DEC-18,08-DEC-21,165646,معلق,03-JAN-19,28-DEC-21,ماجيستيك ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,27,950,ام غويلينة,64,489,ام غويلينة,4921211,خدمة الليموزين
126601,نشط,02-DEC-18,01-DEC-21,164336,معلق,12-DEC-18,06-DEC-21,الحمه ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,,الكناري,6,88,معيذر,4921211,خدمة الليموزين
115235,نشط,01-APR-18,31-MAR-22,152458,منتهية,13-MAY-18,07-MAY-21,فيس ليموزين,تجاري,مكتب تجاري,,+97455671303,بلدية الريان,55,340,طريق سلوى,456,84,العزيزية,4921211,خدمة الليموزين
121852,نشط,03-SEP-18,02-SEP-21,158051,نشط,18-SEP-18,12-SEP-21,ستاندرد ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,340,طريق سلوي,299,97,المعمورة,4921211,خدمة الليموزين
120241,نشط,22-JUL-18,17-JAN-22,165836,نشط,07-JAN-19,01-JAN-22,انترلاكن لخدمات الليموزين,تجاري,مكتب تجاري,203131,77777340,بلدية الدوحة,26,320,نجمة,11,23,نجمة,4921211,خدمة الليموزين
105025,نشط,17-OCT-17,16-OCT-21,150316,نشط,03-APR-18,24-SEP-21,ام اند اي لموزين,تجاري,مكتب تجاري,11722,+97455007722,بلدية ام صلال,71,750,محمد بن جاسم,51,128,ام صلال محمد,4921211,خدمة الليموزين
60849,نشط,30-MAY-13,24-NOV-21,142498,نشط,06-NOV-17,31-OCT-21,مجموعة أوركس,تجاري,مكتب تجاري,90947,55871800,بلدية الريان,56,340,طريق سلوى,299,97,المعمورة,4921211,خدمة الليموزين
122636,نشط,19-SEP-18,18-SEP-21,164570,معلق,17-DEC-18,11-DEC-21,ايفر رايسينغ ليموزين سيرفيسس,تجاري,مكتب تجاري,,+974,بلدية الريان,55,185,التجاري,97,84,العزيزية,4921211,خدمة الليموزين
62284/1,نشط,25-DEC-13,24-SEP-21,96543,معلق,,30-DEC-21,فاست تراك ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,38,893,السد,19,38,السد,4921211,خدمة الليموزين
102388,نشط,13-AUG-17,08-FEB-22,145821,نشط,09-JAN-18,03-JAN-22,ليموزين صالح الشرقي,تجاري,مكتب تجاري,,+974,بلدية الريان,55,340,طريق سلوى,488,85,الغانم الجديد,4921211,خدمة الليموزين
94796,منتهية,05-MAR-17,04-MAR-21,132460,معلق,19-MAR-17,13-MAR-21,جودي ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,39,809,المرقاب الجديد,10,39,المرقاب الجديد,4921211,خدمة الليموزين
47612,منتهية,31-OCT-10,30-OCT-20,75799,معلق,,29-OCT-20,ليموزين البتراء,تجاري,مكتب تجاري,12788,+97433792061,بلدية الدوحة,24,,حطين,16,20,روضة الخيل,4921211,خدمة الليموزين
95276,نشط,13-MAR-17,08-SEP-21,136989,نشط,01-JUN-17,22-NOV-21,فرست ايدل لليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,320,نجمة,11,23,نجمة,4921211,خدمة الليموزين
100615,نشط,05-JUL-17,31-DEC-21,138763,نشط,30-JUL-17,20-JAN-22,فرسان العرب لخدمة الليموزين,تجاري,مكتب تجاري,,,بلدية الريان,53,796,الهشيم,7,88,معيذر,4921211,خدمة الليموزين
100623,نشط,05-JUL-17,31-DEC-21,138549,نشط,24-JUL-17,14-JAN-22,على الدرب ليموزين,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,750,محمد بن جاسم,125,128,ام صلال محمد,4921211,خدمة الليموزين
103820,نشط,21-SEP-17,20-SEP-21,141303,معلق,11-OCT-17,05-OCT-21,علي عبدالله حصين ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,818,السلام,41,65,الريان الجديد,4921211,خدمة الليموزين
125041,نشط,01-NOV-18,31-OCT-21,163053,نشط,25-NOV-18,19-NOV-21,بويان لتاجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,940,الخالدية,20,23,نجمة,4922901,تاجير السيارات بدون سائق
122078,نشط,09-SEP-18,08-SEP-21,164327,نشط,12-DEC-18,06-DEC-21,السجيم ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,26,940,الخالدية,20,23,نجمة,4921211,خدمة الليموزين
124031,نشط,14-OCT-18,13-OCT-21,164509,معلق,16-DEC-18,10-DEC-21,مريم ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,6,948,ابن مالك,1,8,الغانم العتيق,4921211,خدمة الليموزين
125764,نشط,15-NOV-18,14-NOV-21,168150,نشط,13-FEB-19,07-FEB-22,بست شامبيون ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,24,220,الطريق الدائري الثاني,185,20,روضة الخيل,4921211,خدمة الليموزين
